listing_id,id,date,reviewer_id,reviewer_name,comments
741699,9959057,2014-01-21,4051881,Colleen,"Matt's Zen Retreat was everything we hoped it to be but better. We spent a fabulous relaxing weekend in his home for three nights. The attention to details, the overall feeling and ease of booking was dynamite. We are house envy. The floor plan layout and the wonderful king bed and the steam shower were such a treat. We didn't want to leave. The linens, kitchen utensils, furniture, beds; everything was perfect. It is extra special we can bring our two dogs along and appreciate that tremendously. The neighborhood is peaceful and quiet and such a fantastic walk to Rainer Avenue for all you need: cafes, juice bar, restaurants, butcher, yoga, it's all there. Plus a great grocery store a few blocks away too. Being so close to Seward Park is also a perk. We spent the sunny Saturday on the rocky beach enjoying the weather. Thank you Matt - this truly was one of the best weekends we have had in a while. We came back home truly relaxed and recharged. We will be back! Your home is beautiful.
"
741699,10049772,2014-01-27,1134795,Paul,"First off I must start with saying that Matt was a prompt, attentive, and gracious host. He is an excellent communicator and is focused on providing a great experience.

As excellent as Matt was as the host, the house lived up to all expectations. The house is beautifully decorated with many tasteful touches. It feels really warm and provided a much needed retreat for me. 

If you are in need of being in the middle of things, I may recommend staying somewhere else. However, I was able to get to/from the Zen Retreat from many different parts of town really easily. It was also incredibly handy that there is a PCC just down the street. In summer, being that close to Seward Park would be great also.

Overall, if you are looking for a quiet warm and engaging weekend with a loved one, a couple of friends, or even just for yourself you will be hard pressed to find a better experience."
741699,10560969,2014-02-24,5657524,Shannon And Jeff,Matt's Place was perfect!  I had a friend in town visiting for the weekend and it was a wonderful place to just chill and catch up.  Everything was very clean and instructions were very easily accessible and well defined.  I will definitely be checking out this location again when I am back in the area.
741699,10569728,2014-02-25,11462384,Natasha,"Matt was kind enough to let me do a photo shoot at this wonderful. It was everything I'd hoped it would be and more! Nice quiet neighborhood and the house is just gorgeous! The beds were sooo comfortable and the steam shower was amazing. I will definitely book again if I need a nice weekend getaway! Matt was a wonderful host, making sure I had everything I needed. He was really easy to communicate with as well. I could tell he cared about me having a pleasant stay at his beautiful home. "
741699,10692033,2014-03-03,4808666,Aricka,"Matt was a peach to work with!  Super flexible with the check-in and check-out times, while coordinating more than one guest, each of us arriving from different cities.  He was easy to get in touch with, and made sure we had everything we needed.

The house is fantastic.  Lots of light, very tasteful and peaceful decor.  Plenty of room, cozy.  The porch/deck was a lovely space for morning coffee, writing, and taking a breather.  We were in town for a writer's conference, and it was great to ""come home"" to a chill space to recoup.

THE SAUNA IS FANTASTIC.  Definitely our favorite part of the experience.  The beds were comfy, and there's plenty of storage space for personal items in the chest(s) and closets.  We had plenty of extra blankets and towels, and if you've forgotten any toiletries, there's plenty of great little samples in the bathroom pantry.

The walk from the light rail with baggage can be a little bit of a hike so be prepared if you are not a light packer!  We typically
split a cab between the three of us when we were in a hurry to make it the conference, and it wasn't expensive.

I'd definitely book this space again!!
"
741699,10735734,2014-03-04,4385483,Heather,"I stayed at the Zen Retreat with my mom and 4-year-old daughter. The place was perfect for all generations! I enjoyed the steam shower; my daughter loved being able to watch PBS Kids in bed on a large screen; my mother appreciated the elegant decor; and we all loved the comfortable beds. It was great to be able to walk to the PCC (food co-op) in the morning. We hope to return on future visits! Thank you, Matt!"
741699,10781810,2014-03-07,206203,Amanda,Matt's place is a wonderful retreat in an eclectic neighborhood. I even got to join a neighborhood Mardi Gras parade! There is great shopping and restaurants close by and the Zen Retreat is a comfortable nicely decorated home away from home. Treat yourself to the Zen Retreat.
741699,10916383,2014-03-12,2089034,Maureen,"The house was exactly what we expected.  It was beautifully decorated, clean and welcoming.  It is a great space for just adults or families.  Great yard for the dog and close to coffee, groceries.  It was great being so close to Seward Park and the lake.   We would stay here again in a heartbeat.   Thanks Matt for your hospitality.   "
741699,10975937,2014-03-16,10851825,Alexander,"Great first AirBnB experience.  Booking and checking in with Matt was seamless.  Gorgeous house in a nice quiet area.  We stayed with our 2 boys (ages 3 and 1.5).  While the house has not been child-proofed, we did not have any issues.  We did have to move some of his nicer things out of reach ... just in case!

We went to child-friendly Geraldine's down the street, as well as the bakery and the local Starbucks.  All low key and kid-friendly.  "
741699,11072606,2014-03-19,2703888,Karen,"My family and I had a wonderful time at the Zen retreat.  Quiet and peaceful location but accessible to restaurants, shops, light rail and parks for the kids.  We all loved the shower and the kitchen was nicely stocked.  Matt was very responsive and easy to deal with.  Would recommend."
