listing_id,id,date,reviewer_id,reviewer_name,comments
2481869,40354039,2015-07-30,37320552,Sara,We had a very enjoyable stay at this little cottage in Queen Anne. The home easily accommodated our family of four and the great location allowed us to take advantage of everything Seattle has to offer. We especially enjoyed being able to walk to the parks and the great cafes in the neighborhood. I highly recommend Andrea's place!
2481869,41730568,2015-08-09,13973370,Ryan,"Andrea was an excellent host. Her place is a very clean quite cottage within a great area, located nearby beautiful homes and views of the city. The neighborhood feels like a small town hidden away from the city and staying here will give you a sense of what it feels like to live in Seattle. She also provided great suggestions for me to explore."
2481869,42244807,2015-08-12,4515283,Christine,"We (a couple with 12yr-old daughter) spend 3 days in Andrea's cottage and really enjoyed the stay. 
First of all, Queen Anne is an extremely nice neighbourhood. The cottage is in a residential neighbourhood, but a big supermarket and a great little bakery / cafe are in walking distance. 
The cottage is quiet, light and airy and super well equipped, even for a longer stay. Everything seemed new and clean.
Andrea was a perfect host, always approachable and happy to help, starting with a perfect welcome package (we could've left our travel guide at home :-)).
Thanks for a lovely stay, we'll be back!"
2481869,43071991,2015-08-17,37375301,Wesley,"Wow. I cannot begin to describe how awesome this place is. Such a great neighborhood, and amazingly quiet location. Yet, being in a comfortable, quiet neighborhood there are so many great, walk-able locations within the neighborhood. Cafes, groceries, salons, and store-fronts galore!

The apartment is set up so nicely, and totally fit our lifestyle; clean, simple and modern.

Andrea is very responsive and really cares about your stay and was very accommodating. This really made our trip seamless and comfortable. : ) "
2481869,43935013,2015-08-23,36083065,Caleb,"Amazing Cottage in an awesome neighborhood. When staying here we were within walking distance of great coffee shops, amazing bakeries, and an Ice Cream Shop (Molly Moos) that we loved. Andrea was very helpful in pointing us in the right direction for local groceries and restaurants. Upon arrival the cottage was exactly as she said it would be Clean, Bright, and Airy!!"
2481869,44644989,2015-08-28,11450211,Ronee,"What a great place to stay. Extremely comfortable for 4 people. Modern, very clean and quite large. The neighborhood is great with cafés and a farmers market in walking distance and an easy bus ride downtown. "
2481869,45069486,2015-08-31,15542700,Mary,"Andrea's cottage was a great space, extremely clean and well thought out.  Andrea was very attentive with emails/texts asking how we were.  The apartment is in a very walkable area and we would definitely stay again!"
2481869,45566458,2015-09-04,31085765,Margaret,"Wonderful! Great location - gorgeous , quiet neighborhood, easy parking. Apartment was spotless , light , and had everything we needed."
2481869,45921627,2015-09-07,28657578,Curt,"Great place for just the two of us. It had everything we needed and more. It's also a in a fantastic location, with plenty of food/drink options."
2481869,47040797,2015-09-15,36567955,Stacey,"My friend and I had a great stay. The apartment is in a lovely part of Queen Anne, just around the corner from numerous amenities. You really can't ask for a better location. Andrea and Greg were readily accessible to help with any needs we may have had, and we felt incredibly at home while staying in their unit.

Can't recommend them enough!"
