listing_id,id,date,reviewer_id,reviewer_name,comments
794633,49144543,2015-10-01,42410444,Ayla,"The place was really cute and clean! Having a back private entrance was nice, and the keypad lock was super handy!  J was really friendly and welcoming.  He was super communicative which was really helpful!  Good location, Cafe Flora around the corner was a delicious spot for breakfast!  Really nice!"
794633,49274895,2015-10-02,43980234,Jack,We had a great experience at the guest house!  Although we never got the privilege of meeting J face to face he was very helpful via messaging.  He even told us to beware of the buckeye nuts (which came from a beautiful tree right outside the back window) falling on the roof!  The place in clean and comfortable just as the pictures show and J is just as helpful as all the reviews say he is.  Very great first night in Seattle!
794633,49843002,2015-10-06,38400224,Tonya,J. communicated often and clearly.  The property was lovely and the photos accurately portrayed the property.  It was super nice and decorated nicely and we felt comfortable and safe staying there. 
794633,50429579,2015-10-12,18536975,Cristine,"I am consistently impressed with the way this great house is ready for me when I arrive. It's private, comfortable, clean, and always a smooth part of my travels to Seattle.  Thank you Julius!"
794633,50696063,2015-10-13,45475108,Jack,Very clean and simple.  Fit our needs perfectly.  Much better than a hotel room and in a cool neighborhood to boot!
794633,50809127,2015-10-14,13495934,Thomas,Great find for a one night stay (or more) in Seattle. Easy to find and a quick drive from just about anything in the city. J was very hospitable and let me know that the guest house was ready for check-in a little early (per my last minute request). Will definitely look this listing up next time I'm in the area.
794633,50878919,2015-10-15,15600689,Lauren,"The guest house is AWESOME - neighborhood is great, we were able to walk easily to grab meals and the arboretum is right down the street. The house itself is updated and modern, we loved the large, comfy king bed and although we weren't there long enough to take advantage, the kitchen and dining table are nice for longer stays. Julius was quick to respond and made great recommendations for places to eat in the area - we were only there for a night but will definitely be back on our next visit! "
794633,50913603,2015-10-16,30620692,Zhiqian,整洁干净，入住顺利，街区安全、安静！
794633,51071893,2015-10-17,732894,Julie,"Loved this place and will definitely be back!  It was very clean, the bed was comfortable and it feels like your own place as it's private and tucked in the back corner of their lot.  Also enjoyed how close it is for walking to some great little restaurants including Cafe Flora.  "
794633,51264334,2015-10-19,18536975,Cristine,"I've stayed in this space several times now for regular travel to Seattle. The host never fails to have it just perfect when I arrive--clean, porch light on, and never a hitch. I hope to make this a regular stay spot for my future travel!"
794633,51817479,2015-10-24,2408881,Dana,"J was the perfect host...thoughtful, attentive, quick to respond to all communication in the days leading up to our stay along with the duration of our time in his lovely cottage. We had everything we needed (and some excellent reading:) Can't recommend this place enough, we'll be back!"
794633,51965074,2015-10-25,33410522,Christy,The guest house is tucked behind j's house and it was very to find. And my golly! The room was extremely beautiful and kept very very clean. Walking distance to many restaurants and bars. We only stayed for 2 nights and 3 days but wanted to stay more! Will definitely come back!  
