listing_id,id,date,reviewer_id,reviewer_name,comments
1790020,21499818,2014-10-18,14006592,Isa,"Had a good stay at Calen's apartment. On the evening there was another guest, there was ample escape routes for my inner introvert  (deck couch, private room). And on the evenings there wasn't, I had the view of the city all to myself. The fridge was stocked with a surprising diversity of beer. Centrally located near Broadway, the beating heart of Seattle's Capitol Hill neighborhood. So plenty of good coffee in reach."
1790020,21648389,2014-10-20,2488223,JoAntonio,"We arrived late and left early. However, were able to enjoy the conveniently located apartment. Furthermore, Calen was able to seamlessly accommodate us last minute, which ended up working perfect for our roadtrip. "
1790020,21817543,2014-10-24,14891717,Megan,"Calen was Johnny on the spot for welcoming us and showing me where everything was. His place is all it is cracked up to be location, location, location!! Straight shot to the waterfront, great walking around neighborhood and gorgeous view of the Olympic Mountains with breakfast. My husband and I were only there one night and wish it could have been longer!! We will definitely be back to Calen's!"
1790020,21920630,2014-10-26,11529280,Hannah,"After reading glowing reviews, was actually not that happy with my stay at Calen's apartment. Calen was friendly and my room was clean enough. The bathroom wasn't super fresh and I wish there had been a floor mat that wasn't already soaking and covered with dog hair. Didn't think it was worth $100/night.  But MOST IMPORTANTLY, Calen gave my room key to the other couple staying in the apartment for the weekend by accident and when we couldn't open the locked door because he had given them his only key (all my stuff was inside) he made NO effort to retrieve the key or rectify the situation. He only sent them a text asking when they would be back. Hours later I asked if he had gotten they key or heard from the other Airbnb guests, and he said they had texted ""oops"" and that he ""assumed they [would] be back later tonight."" So there I was alone in Seattle, all of my things locked in a strange apartment, and I wasn't even sure I would be able to sleep in the bed I had rented for the weekend. Not impressed. Luckily the other guests left my room key for me before they went out for dinner. "
1790020,22268509,2014-11-02,11614174,Chris,"Calen was awesome! He was very informative, answered all my questions promptly, and the place was clean and organized when we arrived. He gave us clear instructions regarding parking and the check-in process. I would definitely book with Calen again!"
1790020,22391481,2014-11-04,4564827,Eric,"Awesome location, comfortable apartment, and very easy to communicate with Calen.  I recommend. "
1790020,22449898,2014-11-06,22920704,Aaron,"This is best place for the best value that you will find in Capital Hill Seattle. Hands down. It is in a central location, just a short walk to the Capital Hill scene. It's equipped for a quick stay, or a longer stay. It has an awesome deck with a view of the city skyline. The bedrooms are comfortable. The TV projector with Netflix is great. The place is thoughtfully arranged and equipped to make guests comfortable and efficient. "
1790020,22474465,2014-11-07,13976001,Stef,"I was in late and out early, but the place was clean and well-located.  Calen was kind and easy to get in touch with.  "
1790020,22516738,2014-11-08,22098800,Julián,"Calen's deck is located in a quiet, pleasant neighborhood, 15 mins to the Seattle night life by walking (rests and clubs). Although we didn't get to meet, it was really easy to follow his instructions and access to the apto. Thank you Calen! Travelers'd better keep in mind that the bathroom is shared."
1790020,22994863,2014-11-19,23584739,Joshua,Calen was a great host and was very helpful at helping me get my bearings of Seattle at large; as well as the Capitol Hill neighborhood. His place was exactly as described—very centrally located and with fast wifi.  
1790020,23084773,2014-11-22,22349150,Andrew,Very responsive to messages and left clear instructions/pictures of the building including how to get in.  The room was clean and bed comfortable.
