listing_id,id,date,reviewer_id,reviewer_name,comments
5625964,37608100,2015-07-08,36329896,Steffen,"We had so much fun with Jill and John. They are great hosts, especially because they are so interested in so many things and they already have seen a lot of different places around the world. We spent a lot of time talking about all kind of things. It was great, thank you Jill and John!
Their place is really nice. It is calm and absolutely clean. And it has a very good busconnection from a bus-stop near to the house right into downtown. 
We always would come back and absolutely recommend this place. "
5625964,37870951,2015-07-11,16884291,Michael,"Jill and John are fantastic hosts, and the kindest, warmest, most interesting of people.  From the moment I stepped into their home, I was welcomed—not as a guest, in the commercial sense—but as a friend they just hadn’t met before.  
The room was clean and tidy, with a very nice private bath.  There is a nice view of the water through the sliding window, which opens to welcome a cooling breeze in the evening.  
I got the impression that if I had wanted to be left alone, my privacy would have been their priority.  But I was pretty excited about the coming weekend, and didn’t need to be left alone,.  Besides, I liked them as soon as we met, so we spent some time together.  They are the most gracious of company.  
I came to Seattle looking for a place to stay for the night, and left with two wonderful new friends.   "
5625964,38402190,2015-07-15,12301544,Timothy,"The home was lovely, clean, and very well kept.  Even though we arrived very late due to our flight arrival time, Jill waited for us and welcomed us.   The room is beautiful and just as pictured. The bathroom was stocked with plush towels and basic necessities.  Jill also showed us where the kitchen was located and welcomed us to use the refrigerator if needed.  She also provided us with a key that enabled us to come and go as we went to our appointments/engagements in the area.

Parking in this area can be a bit of an issue but we always found a place to park. "
5625964,38616838,2015-07-17,23574737,Heather,"Jill and John were so great! My daughter and I really enjoyed our stay here. It was a beautiful room/home, and the area they live in is absolutely amazing. They left us notes in the mornings giving us directions to the bus, and lots of recommendations on things to do downtown and in the area. We enjoyed our time in the neighborhood and their area than we did in the downtown/touristy areas! If we come back to Seattle, we will definitely try to book with Jill and John! "
5625964,39036677,2015-07-20,2259227,Kim And Charlie,"Jill and John were wonderful hosts - if we are back in Seattle, we would certainly stay here again! Fremont is a great neighborhood - close to good coffee shops and restaurants and breweries - just be ready to walk up and down some Seattle hills!  We had a great time exploring the area and getting to and from all other parts of Seattle by car or bus was incredibly easy.  Their townhouse is perfectly designed for guests - we had a comfortable room and bed with our own bathroom and the entrance to the house is right out the bedroom  -so we came and go as we pleased.  We had a fun time talking with Jill and John and loved their recommendations!"
5625964,40611563,2015-08-01,852996,Bartlomiej,Jill and John were amazing courteous hosts.  They have a great place and it was a pleasure to stay there. Highly recommended.
5625964,41951675,2015-08-10,34323121,Hanna,"Jill und John waren großartige Gastgeber, mein Freund und ich haben uns bei ihnen ganz wie zu Hause gefühlt. Das Zimmer mit eigenem Bad war ruhig, sauber und gemütlich, genau das Richtige für unseren Urlaubsaufenthalt in Seattle. Wenn immer wir Fragen oder organisatorische Probleme hatten, waren die beiden zur Stelle und haben sich Zeit genommen, uns zu helfen. Absolut empfehlenswert!"
5625964,43232136,2015-08-18,34217817,Neil,"Jill and John are wonderful hosts, who provided lots of information for us. We had a lovely time in their house which is very clean and has loads of facilities if you need them. It is very close to Seattle by bus, and the town of Fremont is great for arts, food and quirky sightseeing! Would love to come again someday."
5625964,44316762,2015-08-25,34649535,Chris,"Jill and John were perfect hosts. They were  friendly and helpful, and they were very knowledgable about what was going on in the local area. The house is in a great spot with lots going on within walking distance, and it's incredibly easy to get public transport to all of the tourist spots in the city. 
The room was comfortable and clean, and it was also great to have access to the washer/dryer and kitchen area. 
I couldn't recommend Jill and John more, this was basically the perfect airbnb!"
5625964,44809959,2015-08-29,40327310,Dees,"Jill and John were wonderful hosts. Besides providing a clean, comfortable, well-located room in one of the more interesting neighborhoods in Seattle, they made me feel welcome. They also shared important information about getting around -- where to catch the No 5 bus, a key transit mode from Fremont to downtown -- and about some of the delights of their own neighborhood. They were also simply good people to talk to."
5625964,45263593,2015-09-01,20682510,Nick,"Great neighborhood and Jill was looking for us as we had left a time of arrival. Very inviting and a friendly couple awaited up. They had just lost electrical service and explained how we could easily manage should the problem continue but it did not. It was the result of a wicked wind storm just a few hours earlier.
The room itself was just inside the door, very private, just right for us.
The living area was relaxed, warm and inviting and if we return to the Seattle area would likely try to find open days with these hosts again."
5625964,45693755,2015-09-05,17841021,Alex,"Jill and John were excellent hosts and were available to greet us even though out travel was very dated. Lovely home just as shown in the pictures, great guest room and private bath. AMAZING location right near all the happenings of Fremont. Highly recommend to anyone traveling to Seattle. "
5625964,45939520,2015-09-07,5012810,Don,"Our host, Jill made us feel welcome and made sure we were comfortable.  The room is well-appointed and  private with its own entrance.  The bed was comfortable and the bathroom was very nice. We only booked the room for one night but would be happy to stay longer.  The location in Fremont is very convenient with shops and services within a few blocks."
5625964,46739979,2015-09-13,40377339,Adelina,"Jill and John were such warm and inviting hosts and made sure we had everything we needed for our stay. Their home is beautiful and the private room and bathroom were even better than expected. It's very convenient to take the bus so we parked our car on the street and didn't touch it for our entire stay. Jill and John gave great tips on where to go and how to get around. Fremont is a very fun neighborhood with a great mix of restaurants, cafes, shops, and nightlife. Unfortunately our stay in Seattle was short, but if we were to come back we would definitely try to stay with Jill and John again."
