listing_id,id,date,reviewer_id,reviewer_name,comments
456040,10109441,2014-01-31,7274055,Shing,"Although I got delayed in arriving, Chantel had already advised me how to let myself in, so it was a breeze checking in.  Since it was late, I did not get a chance to introduce myself until the next day.

Easy parking on the street in a nice, quiet neighborhood.  The entrance was well lit with a motion detector light.  The place has a separate living room with a large couch and easy chair.  The kitchen was clean and convenient with a full-sized refrigerator and gas stove.  Coffee and tea were available.  The bedroom was cosy and the queen bed was very comfortable.

Overall feel was very cute, clean and comfortable.  The only negative I could think of was that the ceilings were low, so if you are a really tall person, you may not like it.  But I had no trouble.

Chantel and Zak are delightful people and I enjoyed talking to them.  I would highly recommend their home and would definitely stay there again if I could."
456040,10134897,2014-02-02,4061328,Matlena,We had lovely stay at Chantel's place! The space is great and very warm in these cold months which was lovely. There was a nice living room area and great little bedroom. Perfect size and close to the city by car. Great value for a great space!
456040,10293893,2014-02-11,8587297,Tana,"Very spacious and in such a convenient, trendy area! The price was spot on. It was so nice having a kitchen to cook a few simple meals in instead of going out all the time. Chantel and Zack were very nice and made me feel right at home. I will certainly stay there again on another visit."
456040,10974117,2014-03-16,8753884,Helen,"Perfect location, very convenient, and very comfortable place to stay. The hosts were very friendly and gracious. As a woman visiting on my own, I felt very secure in both the flat and the neighborhood. I also really appreciated having a kitchen and private entrance so that I could have people over for dinner. I would definitely stay there again - it's a really nice and cosy place, and they're really nice people. Actually I hope to book it again sometime soon!"
456040,24513788,2014-12-29,10606157,Loic,Chantel was extremely helpful during all my stay always promptly answering  my questions and my requests .  I will definitely go back there whenever I am in Seattle . Thank You so Much Chantel !!!
456040,24689680,2015-01-01,8796871,Laura,The neighborhood felt very suburban yet it had lots of venues to visit. The public transportation next to the house is convenient and surprisingly reliable. The room was a good size and the kitchen and the bathroom provided were perfect for those seeking privacy. The teas in the kitchen were all organic and that was a plus also the house pet was really quite and didn't mind strangers.
456040,24885941,2015-01-03,222228,Nina,Chantel's place was ideal for what I needed. Great location and cozy place.  
456040,25000296,2015-01-04,16635464,Stephanie,"The listing was very accurate. Checking in was easy, and both Chantel and her partner greeted us at the door! The basement was spacious and comfortable. "
456040,25121538,2015-01-06,25589734,Kyle,"My wife and I enjoyed our experience. The place was clean and inexpensive for what we got. We were glad to have it available to us at that price since we actually live in the area and had to leave our apartment quickly due to mold. My only complaints would be that I'm 6'2"" and the ceiling was low enough in some areas that my head could hit. Other than that we used the kitchen and it worked great as a temporary kitchen. "
456040,25388852,2015-01-14,25045038,Liliana,"Chantel's place is very comfortable to stay, it was walking distance from the university and the public transportation next to the house is convenient. The room was a good size and the kitchen and the bathroom provided were perfect. Chantel and her husband were very nice and welcoming, we definitely enjoyed our stay there  "
456040,25444761,2015-01-16,20534814,Christi,Very comfortable space with private entrance and full kitchen. Clean and homey. Chantel was gracious and welcoming.
456040,25489109,2015-01-17,21774059,Jackie,Chantel's sweet was an awesome place to stay at! Really close to the bus stop and a walkable distance from the university! My friend and I stayed there the first two days of our trip and chose her suite when we returned to Seattle. She's really friendly and helpful!
456040,25611446,2015-01-20,25505210,Laura,"We had a very comfortable stay. Great location, parking was easy, and our host was very welcoming. Highly recommended!"
