listing_id,id,date,reviewer_id,reviewer_name,comments
6448099,43245717,2015-08-18,36687607,Jake,"Elaine was an excellent host. We rented out the entire house, and we loved it. I had my family along with my parents and we fit in the house very well. Elaine's house was like brand new, we especially enjoyed the open area for the kitchen, dining, and living room.  Great for us to be able to relax and spend time together after a day exploring the city.  The location is also great!  A lot of local restaurants and coffee shops in the neighborhood within walking distance.  It's also just a few short minutes to downtown Seattle.

Elaine is also very hospitable. We were in contact at the time of booking, before arrival, and during my stay when I had questions.  She always responded quickly and had suggestions whenever I asked about things in the local area.  Anyone who rents from Elaine is going to get excellent treatment, and I highly recommend her as a host!"
5029665,26744099,2015-02-18,26096308,Su Mei,我們很幸運地訂到Rose 的房子，從決定租房她就很細心地回答我的疑問，房子的位置雖然離市中心有些遠，但離巴士站很近要搭車很方便，而且鄰近Greenlake，清晨的湖畔很適合散步、賞鳥，空氣很清新。房子布置得很典雅，看得出女主人很用心打點每個角落，而且設備用品齊全，擺設很有邏輯性，很容易找到需要的東西，比住自己的家還舒服。我們沒有見到Rose本人，但她寫了很詳盡的備忘錄，預防遇到問題時可以呼救或連繫的人，讓我們安心不少。我們很享受在這房子的時光，將來有機會會待更久些。
5029665,27655457,2015-03-09,10396440,Ernie,"Rosemary has one of the nicest properties I have stayed at for a great value.  It was my first time in Seattle, and the property is just a stonesthrow away from great bars and restaurants.  The property itself is spacious, clean, very fast wifi, and has great views of the Greenlake area.  Communication with Rosemary was very easy and responds quickly if you have any questions.  She was even welcomed us with a nice bottle of local red wine.  I highly recommend renting this property for any length of time."
5029665,36694965,2015-06-30,15101358,Carlos,"We had a very nice time at Rosemary's place.  We felt right at home.  The neighborhood was super relaxed, quiet and friendly.  The house allowed space for privacy and focused work as well.  We would definitely go back.  Minor issue, ""act of God"" given the unusual 90 degree weather during our stay, the top bedroom was super hot.  Other than that, we had a great time."
5029665,37579756,2015-07-08,34942048,Lisa,"
This was my first Airbnb rental and it was a total success. The house is perfect. Lovely finishes, perfect location, beautiful view of Green Lake

Rosemary left very detailed instructions about the house and activities in the neighborhood
I would definitley rent the house again"
5029665,40739016,2015-08-02,33765137,Shirley,This home is absolutely beautiful and comfortable (except we happen to be in Seattle during a heat spell and most homes are not equipped with air conditioning) and we were greeted by a bottle of wine and chocolates. The house is in a wonderful neighborhood and if we were ever to move to Seattle this neighborhood would be 1st on our list.  The cost to stay at Rosemary's home was very reasonable and we recommend this BNB. 
1022135,5236371,2013-06-19,288769,Elliott,"Sara is just a superb host with a beautiful house.  Located in North Seattle, with easy access to 5 to go north or  downtown and parts south, a few minutes from Green Lake, a quick ride to Ballard and Fremont, and easy access to Lake Washington, 520 and east. Parking is easy and abundant.  You feel like you are a 10 minute drive from anywhere. 

Sara, who is a charming and fascinating person, has a wonderful open planned house.  The main floor consists of a nice living and dining room and kitchen, elegantly furnished and very warm and inviting.  Everything is clean, thoughtfully arranged, and truly reflects Sara's personality.

The guest bedroom is upstairs and faces west. A wonderful 18 inch thick natural futon on a platform bed is perfect and comforting, with oriental carved night stands. There is overhead, standing and reading lights.  With 10 foot ceilings, and massive windows, you get beautiful natural lighting.  The bathroom is very modern, with a new and modern shower, bathroom and toilet.  The room has a wonderful walk in closet as well.

Sara leaves little keepsakes and positive messages.  Throughout the house are inspirational messages, books, and art.  This is a person who is very insightful and has a great deal to share.  The house is quiet - there is no pressure to socialize and yet you feel like spending time to talk and reflect.  

This is a very special place, owned by a very special person, and serves as a perfect point to venture into Seattle. "
1022135,5816580,2013-07-17,7304536,Xi,"Sara is really a good and friendly host. Her house is very quiet and clean, and also close to the downtown.

I enjoy the days I stayed in Seattle!"
1022135,5935410,2013-07-22,454888,Dal,"Sara was very accommodating - booking us the same day for the weekend. Bathrooms needed cleaning & carpets needed a vacuum. But can't complain due to short notice and special offer. Area is not kid friendly, but her place is :)"
1022135,7164673,2013-09-09,7813664,Kseniya,"Sara was a wonderful host! She is very friendly, fun, and quick to respond to messages.The house was cozy, clean, and full of inspirational notes that brightened my day. I stayed for about a month while I interned in the area and by the end it felt like home. The kitchen was also well-equipped and I had a lot of fun cooking there and sharing stories. 

I was able to get around without a car (there are two buses that stop close to the house that go to Fremont/Downtown Seattle) but I recommend driving at night since it can be a bit of a trip depending on where you're going. 

Thanks Sara! I recommend. 
"
1022135,15480185,2014-07-09,4966725,Jen,The reservation was canceled 2 days before arrival. This is an automated posting.
1022135,15480186,2014-07-09,343432,Andrea,The reservation was canceled 8 days before arrival. This is an automated posting.
1022135,44967676,2015-08-30,9187321,Alka,I had a great stay at Sara's. She is very nice and super helpful. The place is as described with great stuff for those who like to cook. 
1818768,8361182,2013-10-27,2885037,Chanah,"It was great staying with Daniel and Lizzy! Their place was very comfortable, and they made us feel at home."
1818768,8514298,2013-11-03,9447483,Bo And Shaina,"The location is great, and the hosts were so inviting. Our stay was enjoyable,  and we even cooked some lunch on the second day using Daniel's pans. The bed is a small pad on elevated wood planks, but it did the job. The room is spacious, and we felt comfortable enough to watch a movie in the living room. Thanks for the great stay!"
1818768,8701663,2013-11-12,9671473,Liz (And Jon),"Daniel and Lizzy were excellent hosts! They were very helpful, kind, and respectful. Their apartment is in a great location, we were able to walk around Capitol Hill and to the downtown area. The room was comfortable, and their place had everything we needed. "
1818768,8776111,2013-11-17,3493652,Peter,"Glad I stayed with Daniel and Lizzy during my visit to Seattle. They were very helpful in answering my questions and I enjoyed chatting with both of them. The location can't be beat as it is a 2 minute walk from Safeway, 5 minutes from QFC and 2 minutes to the bus stop to head downtown. It is impossible to go hungry with many restaurants 5-10 minutes away by foot. The bed is a pad mattress but it was very comfortable and everything I needed was provided. Really fast and consistent wifi speeds were the icing on the cake. Can’t go wrong staying here!"
1818768,9202942,2013-12-13,9654025,Valeria,"I spent almost three weeks with Daniel and Lizzy and they always made me feel at home. I can count on them in any situation and we became friends. They are very nice end welcoming. 

The apartment is in a great area of the city, very easy to reach downtown by bus or walking. The room was comfortable and I was also invited to use their kitchen. I strongly recommend to  spend some time in this apartment."
1818768,9283297,2013-12-18,7408923,Mitchell,"Daniel's place was very comfortable and easy to find. The place is also not too far of a walk from downtown, with buses available easily as well. Daniel and his wife Lizzy were friendly and great hosts! Would definitely stay here again sometime. "
1818768,10134047,2014-02-02,10765515,Ben,Daniel and Lizzy were great! They were super easy to get along with and were always able to provide helpful advice or suggestions on where to go. The room itself was perfect for my stay.
1818768,10181515,2014-02-04,4581988,Emily,Daniel and Lizzy were incredibly friendly and accommodating.  We were free to use the kitchen and living area and even got to watch their Netflix/HBO Go one night when we came home early.  The place is very conveniently located - we walked to and from downtown a couple of times (about 25 minutes one way) but also got to explore Capitol Hill which is a great area.  We had a car and were provided with their extra parking pass so didn't need to worry about parking or moving the car at all the entire weekend.  The bed was a bit firm but did the job and the room was spacious with a large closet and its own temperature control.  Thanks so much for having us!
