listing_id,id,date,reviewer_id,reviewer_name,comments
1747184,16544397,2014-07-29,1419105,Itay,"My family came to Seattle for my wedding and stayed at Heather's house. This was my parents (in their 60s), my two siblings, their significant others and children (overall 10 people).

The house was fantastic, and Heather was always very communicative. She had a prepared PDF with everything we needed to know about the house, and it was also prepped very well prior to our arrival.

I guess during a prior visit the soap dish fell off the wall in one of the showers, Heather made sure it got fixed and that her handyman coordinated with us.

Overall, it was a great experience, great house and location, and Heather was a wonderful host."
1747184,16750167,2014-08-01,18871051,Kelley,"Our hosts and the space was absolutely phenomenal! Heather made the process so easily -- she was exceptionally responsive to us as we booked and very proactive in ensuring our stay would be awesome. And, it was! 

Beautiful views, close to stores and restaurants, and lovely accommodations. I would highly recommend!"
1747184,16969362,2014-08-05,11872991,Nona,"Great place for a big group!  Our group really enjoyed the amazing views and lovely accommodations! No a/c, which is probably not usually a problem, but was noticeable in August on the third floor.  Hosts are friendly and accommodating!"
1747184,17429991,2014-08-12,9671858,Doru,"The place is amazing. The view, location and house are just awesome. We loved the place and we definitely use it again in the future. Heather took the time to interact with us and give us all the instructions necessary to have a great vacation."
1747184,17609169,2014-08-15,12297562,Emily,This house was great! The views were absolutely stunning and the accommodations were wonderful. Our group was able to easily get around the Seattle area and see downtown as well as come back and cook dinner. 
1747184,17993373,2014-08-20,359438,Debbi,"I rented the Kelley's home while I was in Seattle for my daughter's wedding.  It was a great decision.  The home is fully equipped and was able to accommodate our group of 8  family and friends.  The house was clean, beds were comfortable and there were sufficient towels.  We were also able to do laundry. Having 2 living areas worked out well.  The location was perfect for us - on the west side of the 520 bridge. Getting downtown was relatively easy as well being able to hit some of the neighborhoods on the west side.  There is a great shopping district close by with a supermarket. The view is incredible from the top level and we enjoyed our wine while looking at the skyline over Lake Union.  Communication was good and we had no problem getting into the home on arrival day.  Our only complaint was having to leave."
1747184,18529798,2014-08-28,13056830,Inbar,"Amazing house, amazing location, amazing hosts.
Highly recommended..."
1747184,18779965,2014-09-01,5380118,Ralph,"Heather and Mike have a lovely home. We rented the complete house, with 5 bedrooms and 3 bathrooms, for our three generation family over a 4-day Labor Day weekend. Their home is extremely comfortable, clean, it has excellent beds, 1.5 kitchens, and the bathrooms are well-kept. From the upper floor, there is a wonderful view of north end of Union Lake.  We highly recommend the house, or a portion (if that is available). Heather and Mike were easy to communicate with, informative, and flexible on some access needs we had. "
1747184,24136457,2014-12-21,3156246,Sarah,"Great place! So comfy for kids and adults. Heather was so accommodating, fits 10 comfortably. The views were spectacular. And the toys for kids were a huge hit. Thanks so much for a wonderful weekend! "
1747184,24414806,2014-12-28,791302,June,"What a perfect house for a large group with kids. Heather immediately reached out to us and warmly extended her house. We had fresh towels neatly laid out on our beds. The views were amazing, the rooms were spacious, and the reference book was so detailed. The toys and books were an added plus for the kids. Thank you so much for letting us stay at your amazing house."
1747184,33140575,2015-05-25,32383810,Suresh,"The host are very welcoming. They are very friendly and gave all the information about the house. There were plenty of amenities and home had an excellent ambience. This is an excellent place to stay. We had a mix of elders and kids. All of them in our group enoyed the stay. The house has an awesome view of the waterfront. Very clean and neat with lot of linens. Host Heather and Mike were very kind in following with us if we had any needs for our stay. We wish good luck for Heather, Mike and Eleni Kelly."
