listing_id,id,date,reviewer_id,reviewer_name,comments
3498114,42888243,2015-08-16,2441094,Alicia,"Lea's studio is a fine place to sleep - though I wouldn't recommend it if you plan to spend a significant time ""at home"" during your trip. It's quite small and the building seems like it's seen better days (especially the carpet), but it's really close to great bars and restaurants. 

One thing: the water pressure, as others has mentioned, was pretty bad. My partner and I joked that it was akin to trying to bathe using a basic park water fountain - major warning if you plan to go hiking!!!"
3498114,44442946,2015-08-26,6016687,Sarah And Daniel,Lea was very welcoming and helpful.  Provided lots of information for things to do in the area.
3498114,45244263,2015-09-01,15976021,Danny,"Lea's apartment was great. Was everything we needed. She was very accommodating, and the apartment is in a great neighborhood. Restaurants, bars, grocery and drug stores are nearby, and it's just a quick uber/lyft ride away to downtown or breweries in Fremont. "
3498114,46263788,2015-09-09,784784,Kate,Great location! Comfortable bed - easy check in / out. 
3498114,46528157,2015-09-11,42794324,Karin,For a short stay in Seattle Lea's studio was in an ideal location to easily reach downtown. Check in and check out was easy and convenient.  Street parking was the only challenge but this wasn't a surprise as we knew this in advance. We really enjoyed the restaurants close by too. Overall we were very satisfied with our experience 
3498114,47970553,2015-09-22,31516273,Patrick,A cozy little studio in a great location perfect for exploring Seattle. Lea also had a detailed guidebook with any information you might need and great suggestions for things to do.
3498114,48475092,2015-09-26,43215659,Morgan,"Lea's description of the apartment is very true to life.. Simple apartment with all the necessities! Perfect place to crash after exploring the city. Great location in Capitol Hill and finding parking was never too bad. I liked that Lea made left a travel guide for nearby attractions with her own personal comments. Only downside was, as mentioned, the weak water pressure both in shower and kitchen sink. "
3498114,49120387,2015-10-01,30914246,Charlie,"The neighborhood is great, which is why I live there. My parents came to visit and I put them up at Lea's place. It was very convenient and worked for what we needed.  "
3498114,49627611,2015-10-05,36751680,Aileen,"For a first time visitor to Seattle, this was the ideal place to stay. Lea's place is in a great location.. quiet street, two blocks from a grocery store, and walking distance to everything you can imagine. We spent the entire 3 1/2 day trip walking around the city, from our airbnb to grab morning coffee (Analog Coffee and Top Pot Doughnuts are great) we'd walk down Broadway and it's about a 30 minute walk downtown and to Pike Place Market and to Pioneer Square, which is a beautiful walk in the cool fall weather and you get to see a lot of the city. It's a great neighborhood, with a lively local scene and close enough to tourist activities. Lea's place is so cozy and quaint and has everything you need, including a full kitchen and cookware if you decide to cook there. We felt like we were at home in Seattle for a few days. Thank you Lea!"
3498114,49893462,2015-10-07,9105604,Leah,"Easy check in/out. I didn't need any direct communication during my stay, but Lea was available if I needed anything. The location was great, we were able to walk to the light rail (~1.5 mi), which took us to the stadiums and could also easily uber it elsewhere. The neighborhood had everything we needed - grocery stores, cafes, bars, restaurants. I enjoyed my stay and would recommend this apartment. Only thing that was a bit of surprise was the loud pipes next to the bed in the morning (I assume from people in the building showering etc.). It's an older building, so there is nothing the host can do.. and I didn't mind the earlier wake up."
3498114,50455700,2015-10-12,41390411,Sara,"Lea's apartment is great - clean and comfortable. The neighborhood is nice as well - safe (as safe as any city, at any rate), and overflowing with places to eat and drink, and fun to explore. It's also easy to get to the rest of the city. As an added bonus, Lea provides a guidebook with suggestions of places to go/dine/etc.

Definitely a great place to stay in Seattle!!!"
3498114,50759398,2015-10-14,5469191,Nhat,"Lea's studio was very cozy for the two of us. Just a block walk away from coffee shops and restaurants, a short drive to the downtown area. The wifi was a bit spotty and street parking was a little challenging, but other than that we enjoyed our stay very much. "
3498114,51536717,2015-10-21,42530157,Kevin,This was my first Airbnb experience and it was great.  Lea was very accommodating with our arrival time.  The apartment was clean and well kept.  Would definitely stay again if I'm ever back in the Seattle area.
3498114,52065202,2015-10-26,42937880,Felicia,"Lea's place was cozy without any clutter which we really appreciated.  The apartment is in a great location with fun bakeries (for a quick breakfast) and restaurants. 

There was a leaky sink issue before we got to the apartment, but Lea was prompt and really responsive about letting us know and getting it taken care of quickly. 

Overall we a had a great stay. "
3498114,54234152,2015-11-17,7300872,Sean,"Lea's spot was a great base camp for our trip to Seattle. Located in a great neighbourhood close to lots of awesome bars and restaurants in Capitol Hill and close to the #10 busline that takes you right to Pike Place. If you're looking for a simple place to keep your stuff and a bed to sleep in this is perfect. Only complaint would be the water pressure in the shower as it was pretty weak. 

Lea is also really good about being available and flexible for check-in/check-out and responding to any questions/concerns you might have.

Thanks Lea!"
3498114,54458879,2015-11-20,29001281,Zoë,Lea was extremely easy to communicate with and made the check-in process the easiest I've ever had. I was only in town for 3 nights and this was a good deal as we just needed a place to sleep. Do keep in mind that it's a 100 year old building and the shower is pretty bad. I'm not so sure we would want to come back and stay here.
3498114,54701183,2015-11-23,28258406,Ray,Lea's place was great. It was very warm at night and in a quiet neighborhood of Capitol Hill!
3498114,55355266,2015-12-01,15508211,Shae,"Leas apartment was the perfect stay for our trip in Seattle. Our check in and out was so easy and hassle free! There is a great strip of shops just a street down from the apartment, with wonderful places to eat. The bus into town was easy and so useful with many busses coming back to our apartment often. Leas apartment is so cozy, and we highly recommend. "
3498114,56110036,2015-12-09,35709343,Jed,"Lea's apartment was perfect for our trip to Seattle. It's nothing fancy but it had everything we needed to have an enjoyable stay. Having a kitchen and TV was amazing. Especially Netflix, considering we couldnt sleep due to jetlag! We felt safe in the apartment building and it was always warm.

It's in a great spot in Capitol Hill close to public transport which we rarely used, choosing to walk most places instead (when it wasn't raining!). The apartment is close to Broadway which is littered with great restaurants and only a 35 minute walk to the Pine/Pike shopping district which was a great way to explore the city.

Lea was very friendly, extremely quick to respond to any questions we had and was flexible with our check-in time. Thanks for a great stay!"
9094836,52804803,2015-11-01,4660138,Rhey,"Alex met us to get us oriented and suggest parking so that went smoothly. The condo was very clean and neat, made us feel  like we were welcome and in for a special stay.  Condowas very comfortable to just sit and relax, but we eventually had to go to our show.  The views are outstanding, as is the location. Can see the Space Needle framed in a window outside the door and the bay and ships out the main windows. Also outstanding was the rooftop terrace which is very large and offers views in any direction.
 We walked to a New Orleans style restaurant just a few blocks away that I can't wait to try again.
We waited only a minute or two for Uber drivers to arrive when we did venture away from condo. Very convenient location.  
To sum up we had an outstanding trip and would stay in this condo again. "
50233,341252,2011-06-28,707486,Linda,This was our first try at airbnb and with such an excellent experience as we had with Marie & Brian not sure we could ever find another one that compares as well! Marie was attentive to ever detail and willing to bend over backwards to make sure we had everything we could possibly need. It felt like we were staying at our own home! Thank you both for such a great visit with our kids in Seattle!!
50233,1458179,2012-06-11,2381405,Stephen Ryan,"A wonderful and very clean property, well supplied and with very hospitable and gracious hosts.  Near to some great spots such as Alki Beach which has great views, restaurants and recreation.  We would definitely use West Seattle Vacation Junction again of future visits.

Stephen Ryan Stith
Santa Barbara, CA"
50233,1947851,2012-08-11,2608228,Kerry,"We arrived tired and weary after a long flight from the UK and received a wonderful warm welcome from Marie on arrival. As soon as we entered the apartment (via the private deck overlooking the beautiful garden, complete with humming birds) we felt cosy and at home straight away. The open plan lay out of the public areas was great for our party as we were a couple and 1 friend and so we could equally hang out together in the living space or retire to the comfortable beds. We were all also impressed with the size of the wardrobe / dressing rooms - in the UK these would be passed off as second bedrooms!  Marie and Brian had stocked the cupboards and fridge for us with the basics and then some. They printed out suggested running routes for us in the area and really couldn't have been more helpful, while at the same time giving us full privacy. We will definitely return to stay here if we are back in the area.
K, M & J
ps. This was the first time we used Air BnB and would definitely include it in future holiday accommodation searches."
50233,2132027,2012-08-29,392983,Jason,"If you're on the fence about where to stay on your visit to Seattle, then look no further.  Marie offered my family a wonderful experience at her clean, quiet, and soothing property. This is what Airbnb is all about.  Occasionally, you stumble upon a gem, and this is without a doubt one of them. Marie was an amazing host, who not only offered coupons for activities and information on the surrounding area, but also was extremely accommodating and very easy to communicate with about logistics.  With stays like this, I can't imagine ever staying in a hotel when visiting a city. I recommend her and her beautiful property without hesitation. Thanks for everything, Marie!"
50233,4511327,2013-05-09,317688,Per,"We stayed at Marie's place as a part of our three week tour of NW USA and it was our best Airbnb-experience on our entire trip.
The place is very clean, has a lot of space and the views from the deck is just fantastic.
Marie is the perfect Airbnb-host. She gave us a lot of good advice on what to see in Seattle and was very helpfull with our needs.
We wouldn't hesitate to stay here again if we come back to Seattle."
