listing_id,id,date,reviewer_id,reviewer_name,comments
1956274,44465922,2015-08-26,40804006,Nicki,"Vera's apartment was perfect for our Seattle trip. Ballard is a wonderful area for both day and night life, with great local coffee and food! We were able to use the metro transit to travel around to other areas and attractions easily within about 20 minutes so we didn't have to rent a car. Overall, we couldn't have been more pleased with the personal touches Vera added and the convenience of having such a well equipped apartment."
1956274,45792435,2015-09-06,38040511,Lorna,"This apartment in Ballard is quite spacious and in a great location.  You're within walking distance to the downtown restaurant scene and transit options if you wish to go further.  It's a 20 or 30 minute bus ride to downtown Seattle, depending on which bus you take.
Vera had stocked the kitchen with a large plate of fresh fruit, plus fresh coffee, tea and snacks. The apartment also has it's own parking space, which was a real plus since the neighborhood street parking is very tight.  We would definitely stay with Vera again, if again in Ballard.  "
1956274,47074094,2015-09-15,36559170,Jennifer,"This is a great BNB location! It is close to many restaurants (just a few blocks walk) and is a large space for 2 people. There is a large bedroom, 1.5 bathrooms, small kitchen and nice living area. We had a great time staying here. We arrived the first day to a basket of goodies and a few items in the fridge for us to snack on or eat for breakfast. What a nice surprise! :) Vera sent me the code for the door well before my arrival so that there was no confusion as to how my husband and I would enter the apartment. She even reserves the parking space in front of the apartment for you! This is a great place to stay for your Seattle visit. It's a really fun neighborhood and (with the parking space) is a conveniently short drive to many Seattle attractions. Vera also has a list of nearby restaurants and things to do which provide great suggestions on where to eat in the area. "
1956274,47656299,2015-09-21,9096861,Lucinda,"We couldn't have found  a lovelier and more unique apartment in a great neighborhood in Seattle.  Vera was always there if needed, but stayed quietly in the background. She always answered emails/texts with in minutes, but we never actually met. We would love to return to the the Sweet Ballard Apartment  in the future.  The place was very clean, comfortable, with many thoughtful and special treats left for our enjoyment..  The Ballard neighborhood has much to delight everyone in such close walking  proximity to restaurants, sights, stores, and more. We recommend it highly."
1956274,48203599,2015-09-24,15121499,Kathryn,What a perfect place to stay! Vera has considered ever detail to make her listing an extraordinary place to call home for a few days. The space is huge and spotless with everything that you need to be comfortable. Super cozy bedroom and bed and a kitchen and fridge packed with snacks. I felt spoiled and totally loved it! Highly recommend.
1956274,49923601,2015-10-07,10909068,Rita,"This is our favorite of all the Airbnb's we've visited.  Vera is a wonderful host who makes us feel welcome.  The apartment is lovely, and so comfortable.  She is very thoughtful and the basket of ""goodies"" is much appreciated after a very long flight.     "
1956274,51974678,2015-10-25,24868329,Angela,"As last time, Vera was just plain awesome. From the welcome basket of goodies to the great shape of the home to her willingness to answer any of my questions/concerns, you cannot ask for a better hostess. Vera is more accommodating than family but she is warm and caring like family. Upon my leaving, I met one of her neighbors who confirmed what I have known: Vera is a great person. A great person with a great home. "
1956274,54023801,2015-11-15,2707900,Peter,"My girlfriend and I had a great stay at Vera's apartment during a 4-day vacation to Seattle. The apartment is very nice and comfortable. We were particularly impressed by how spacious and well-equipped it is. The location is excellent, too. It's just a short walk to downtown Ballard, where there are lots of great restaurants and shops. It's also just a short walk to public transportation, including buses to and from downtown Seattle, which were convenient and easy to use. A longer walk from the apartment takes you through pretty neighborhoods and along scenic coastlines. The whole experience was very smooth, and Vera was very accommodating."
1956274,55404356,2015-12-01,46883146,Jessie,"This was our first airbnb experience and Sweet Ballard (Vera) set the bar! We arrived very late to find Vera had a welcoming basket filled with goodies not only for breakfast but snacks and more. The apt. was clean and tastefully decorated, even nicer then the photos show. It has a floor plan for 2 people to feel very comfortable in. We were visiting Ballard for our first time and it was central to everything. The communication with Vera was excellent for questions regarding anything. We had difficulty with light switches and Vera responded immediately. Our 1 week stay flew by and we look forward to our future return!"
7064681,38963147,2015-07-19,29910559,Corrine,My arrival was great. I was shown where everything was that I might need. The posting was spot on and the neighborhood was cute and safe. Bob asked me if I had any questions or need anything to contact him at anytime. He also helped me out with the bus system as it was my first time to Seattle. 
7064681,39566755,2015-07-24,7485789,Julian,Always a nice stay with Bob.
7064681,39840228,2015-07-26,22498985,Tiffany,"Bob's yard was great for our tenting experience.  He was friendly, helpful, and very generous with his space! 
"
7064681,41891059,2015-08-09,40540472,Michael,"Bob was a great host -- flexible, easy-going, and he made me feel welcome. The forecast called for rain, so Bob made accommodations for me to sleep inside. I would definitely stay with Bob if I find myself in Seattle again."
942490,3915119,2013-03-26,5581767,Sunil,"Fantastic place to stay!  Great hosts and a great home.  They gave us privacy and were very welcoming into their home.  For us being the first guests, we were very impressed at the level of professionalism meshed with the Bnb touch.  Why stay at an expensive hotel when options like this are out their.  

We recommend this home to everyone, you'll love it!"
942490,4525964,2013-05-10,1361241,Ezra,X
942490,4724064,2013-05-21,6017353,Stacey,"My partner and I traveled to Seattle to celebrate our anniversary recently, and we could not have asked for a better location to do so! This was our first time using airbnb, and Lisa and Seth were great hosts! We had the entire downstairs floor of the home to ourselves, with all the amenities we could have needed. They were extremely friendly and welcoming and turned us on to what became our favorite spot to end our nights at. They were also supremely responsive whenever we needed to get ahold of them (1 time...we found ourselves locked out of the house and within a 10 minutes maybe, I had spoken to Lisa and we were back in!). We were within walking distance to restaurants, coffee, shopping, art, the zoo (with good walking shoes), and more! I am so thankful to have had such a phenomenal first experience using the site. I highly recommend Lisa's home to anyone looking for a place to stay, especially if you're interested in being a bit removed from the hustle and bustle of downtown. "
942490,4854972,2013-05-28,4373865,Morris,Lisa and Seth were awesome! They gave us a great list of places to check out both within walking distance and downtown. The space was big enough for our group of five and it had everything we needed. I highly recommend Lisa's home to anyone visiting Seattle!
942490,5088404,2013-06-11,6516566,Evan,"Lovely home and lovely people -- personable, respectful and accommodating. Gave us some great recommendations -- even my Seattle native guest found some new fave spots. Thanks a million, Lisa!"
942490,5227451,2013-06-19,922081,Olga,"This review is on behalf of my parents who spend three weekends in June at Lisa's place:
Lisa and Seth’s basement area is nice and cool, and the cat is a pleasant companion. The only thing we had to get used to was Seth rising early. It woke us up really early as well as the house is quite noisy. After we said something about this to Lisa and Seth they were thoughtful about it. Because we spent most of our time with our children we did not interact that much with the hosts."
942490,5390047,2013-06-27,6855998,Nicole,"Lisa's place was just like being at home. Very clean & great atmosphere! Beautiful home, flowers everywhere outside that was so refreshing to see after waking up! "
942490,5403327,2013-06-28,6866311,Amy,"Very clean & comfy.  Lisa was thoughtful, sweet and a great host all around.  Her cat that stopped by to say hello from time to time was a cute addition to a great stay in Seattle."
942490,5693195,2013-07-12,6393817,Mike,"If you're looking for a homey place to stay this may work for you, but a few things were a little too homey for us:

Yes there is a garden out back but no apparent way to get there and we didn't feel like invading their owners' personal space to try to get to it. The TV didn't work and the DVD player apparently didn't either; I draped a thick balnket across the flashing light from the display so it wouldn't bother me sleeping. There was no breakfast here; not a coffee pot either but there was some instant Starbacks coffee, a few packets.  The bathroom was the best -- strangely no washcloths though. 

The sheets and blankets we were given for the living room sleeping areas looked like the type you'd retire after buying new ones, and the couch was a little stale smelling (I slept on it); I was handed a pillow without a pillowcase. 

I can live with all that for the price -- but the one thing I really didn't like was the cat litter box in the laundry room adjacent to the living room.  Yuk. 

The residents move about upsairs and the floor creaks; we could hear their loud blender from time to time.  

With a little more effort, this could be better:  buy some nice fresh new quality sheets and blankets. Put out plenty of coffee and throw in a coffee maker. A few biscuits or a little fruit for breakfast so that you don't have to run to the store to have anything to eat (We called this the ""Bed no Breakfast"".)  And put the catbox somewhere else.  

   "
942490,5889220,2013-07-21,6950601,Stephanie,"Lisa and Seth were friendly, welcoming hosts.  The bed was very comfortable and the location (close to Ballard area) was great for us. Since it is a basement unit, you do hear footsteps above you..to be expected."
942490,5975448,2013-07-24,7500778,Jamie-Rose,"Lisa's house was our first Air BnB experience. The downstairs room was pleasantly cool and we had use of the bedroom, sitting room, and bathroom all to ourselves. Lisa provides coffee packets, cutlery and dishes, as well as a mini fridge, toaster, and microwave. Very sweet cat that would visit from time to time. Lisa was very thoughtful and helpful- a great experience. "
942490,5990534,2013-07-25,2708738,Tanner,We really enjoyed our stay at Lisa's home.  A very nice space located in a quiet neighborhood.  It was very easy to get into the city or walk to the nearby shops.  One of our favorite parts of the stay was the sweet cat that greeted us as soon as we arrived.  A definite plus if you are an animal person.  We would highly recommend staying here if you are looking for a comfy place to stay in the Seattle area.
942490,6093260,2013-07-29,766892,Eric,"I was thankful for having a place to stay at all this weekend since most other hotels and airbnbs were booked. Lisa's place has some nice positives -- like the sound of running water from the fountain outside. And the downstairs area is nicely isolated from upstairs, which means more privacy. I did not see much of Lisa but my interactions with her were all pleasant."
942490,6148350,2013-08-01,6308295,Ana,This was my first aribnb experience and it worked out perfectly! I am glad I did this. The space was very comfortable and spacious. It was close to neat shops and restaurants. And the cat that lives there is great company!
942490,6344873,2013-08-09,6986908,Patricia,"The stay at Lisa Olsen's was a great experience for my brother Dominique and my 12 year old niece Penelope.  And, honestly, a great experience for myself.  Having recently moved to the USA from Paris, France, and finding myself faced with a visit from 5 members of my family (all coming from Paris) I was in need of comfortable lodging for the family members that I myself had no place in my own house for.  The solution was to have my brother and his daughter stay at Lisa's . . . and it worked out perfectly!  The rooms were clean, comfortable, and inviting.  When I met Lisa, prior to my family's arrival she was charming, organized, and helpful.  She made sure that I knew exactly how to get them ""checked-in"" and where everything was that they would need.  Dominique and Penelope loved the set-up inside the guest apartment, and felt very comfortable there.  As promised, the Greenwood locations is lovely, and they had no trouble exploring the neighborhood on their own and find great places for breakfast and browsing.  I highly recommend Lisa Olsen's guest lodgings to anyone planning a trip to Seattle.   Patricia Fulford."
942490,7046225,2013-09-04,3384736,Amanda,"This was my first Airbnb trip and was very excited cause of the reviews. They were right for the most part. It's a very cozy basement with a nice charm to it. The house location is not bad as there are bus stops just a few minutes away. From the convention center in Downtown, it took about 25 minutes to get to the house. 
We didn't spend much of our days here at the house but it was comfortable at night. Lisa even allowed me to stay past the check-out time because our greyhound bus didn't leave til the evening. 
The only thing negative thing that could not be helped is the unfortunate thin ceilings. I did not mention this to Lisa as it seemed that even with the lighting steps, I can't help but hear from downstairs. This shouldn't be a bother if you start your days around 8:00am. Unfortunately, I do not and am also a very light sleeper. My boyfriend didn't seem bothered as he is a deep sleeper and hardly noticed. 
There are a lot of the family's personal belongings in the rental space. The closet in the room is actually someone's sewing space and there is makeup in the bathroom cabinets.
The reviews were spot on about the family cat. He(or she?) is the sweetest little companion! I have a love for cats despite my allergy and their cat came every so often to say hello and cuddle.
A few more things to mention is 1) We never tracked down the mini-fridge. We simply could not find it. Didn't really need to use it that badly though, just for bottled water. 2) Thank you for the introduction to Moon Pies. They were yummy. 3) Also thank you for the free bus tickets! We received a total of 4 free bus ride vouchers."
942490,10695160,2014-03-03,2775591,Kevin,"I had a wonderful experience staying with Lisa in Seattle. My brother and I were visiting the city for the weekend, and everything worked out so well. The house was gorgeous, and the downstairs apartment where we stayed was spacious, comfortable, and well-appointed. Lisa was really helpful, and stayed in contact with me before and during our stay, which made everything so easy. The neighborhood is great and there's tons of stuff to do right in the area (great restaurants, cool pubs, nice coffeeshops). I would absolutely recommend staying here if you're looking for a nice, comfortable place to stay near Seattle! "
942490,11197780,2014-03-24,1021708,Dawn,Great location and space. Bed(s) were super comfy! Thanks.
942490,11720932,2014-04-13,13480084,Shelley,"Very comfortable and clean
"
942490,12005002,2014-04-21,11801055,Eugene,"Very clean, comfortable and affordable.  I will probably stay there in the future, if available.  I'd also recommend the property to everyone looking for a place to stay in Seattle."
942490,13740620,2014-06-03,13752117,Jeanette,This is a lovely quiet location central to many Seattle prime site seeing locations  plenty of room in a beautiful residential neighbor
942490,13986642,2014-06-09,4702623,Julie,"I only met Lisa briefly, but her basement was a perfect place for myself and my two girlfriends to stay while visiting Seattle.  Her neighborhood was cute and well-situated - it was very easy to get everywhere we wanted to be!  Thank you, Lisa!"
