listing_id,id,date,reviewer_id,reviewer_name,comments
6882518,44718767,2015-08-28,9859569,Trajan,"Reginald was extremely accommodating with my check-in time and the place was extremely clean and well appointed. The location is incredible, though parking can be a bit a steep on the street. A few blocks North right off Pike has some free street parking, though it can be a hike. 

Overall though this place was spot on. Comfortable and clean. There is no TV or AC, though we didn't spend enough to time in the apartment to warrant them. Would definitely recommend, particularly at this price point."
6882518,45420553,2015-09-02,19979004,Kai,"A+
Apartment is fantastic, neighborhood is fantastic, and the host even left me with a complimentary bottle of wine! 

I loved this AirBnB and you will too!  Definitely stay with Reginald! :)"
6882518,48233573,2015-09-24,23538910,Francis,"Nice location. Apartment is simple, and equipped with the bare minimum, yet functional. Not much light though, and the photo description must be taken from the rooftop of the building: you don't have such  a view, the apartment being within the first 5th floors of the building (not giving up the exact floor of rprivacy purpose).
All thing considered, I would consider getting back there when staying in Seattle, since location is quite convenient, and price is a bargain."
6882518,48796659,2015-09-28,4925207,Alysha,"Reginalds flat in Seattle couldn't have been in a better location. We were able to walk everywhere. In less than 20 minutes you can reach Pike Place Market, the Waterfront, Seattle Aquarium, etc. We were in town for a weekend getaway and found this place to suit our needs perfectly. Reginalds friend Heather was incredibly flexible and able to meet us at any time to show us the flat and give us the keys. This flat is exactly as pictured and there were even two small bottles of red wine waiting for us to enjoy during our stay. The only cons I have are the smell of the building; the hallways had a very pungent smell. Also, being in the city I had hoped to have some sort of allotted parking space, this was not the case. Seattle is ridiculously expensive when it comes to parking as well. Overall I highly recommend this place and will keep it in mind the next time I'm in the area. "
6882518,49264802,2015-10-02,28579767,Darlene,"The apartment worked perfectly for my trip.  It's located in a quiet area and everything I needed was within walking distance including downtown, Pike Market, and the Conference Center.  The apartment was spacious and modern feeling. Reginald was great to deal with - quick to respond and accommodating with check-in/check-out times. 
"
6882518,49507300,2015-10-04,30602218,Fernando,"Apartment was very clean and had everything we needed. Location was perfect, walking distance from everything! Host was very hospitable and nice. Definitely recommend a stay here!"
6882518,51802929,2015-10-24,46265324,Aranya,"Reginald's place was great. It was in a good location. Within walking distance from all the major touristy spots. It's right near Broadway where a lot of the stores and restaurants are. Parking can be a struggle. I parked in a parking garage two streets down from His place.
It was $15 for all day but it'll only give you that option in the day time. If you're parking there in the evening, you can get 10 hours for $3. The apartment itself was nice and neat. No tv or anything but there is wifi. If you're on a mission to see what Seattle is all about, you won't need all that extra stuff. Seattle has a lot to offer...even if your visiting on the weekdays. It can get a little noisy especially since it's right near two hospitals. I didn't mind it much though. Rain or shine. Go up to the rooftop and check the view out. It's amazing! I would definitely stay at Reginald's place again. "
6882518,52262711,2015-10-27,18326179,Iris,"I stayed at Reginald's place for a weekend in October and it was a delightful experience! The location is great: a pleasant to walk in neighborhood with a bike station two blocks away. The bikes make it a breeze to get to Pike Place Market or anywhere else you want to get to (there are plenty of stations around). The apartment is very charming and specious. The kitchen is stocked with all the tools and utensils you may need -- we cooked in once to take advantage of all the seafood Seattle's fish market has to offer.
Would definitely stay again."
6882518,52643623,2015-10-31,25558105,Nina,"This is a great location for getting around the downtown area of Seattle. His friend Heather greeted us when we arrived and showed us around the apartment. Everything was clean and easy to find. The only amenity that ran low was shampoo/conditioner but that was pretty easy to get ourselves. The roof has an amazing view, and I definitely recommend going up all times of the day to get some great shots of the city. There was an odd odor in the hallway that someone else commented on, but inside the apartment was fine. Lots of kitchenware if you feel like cooking but also a lot of great places to eat around the area as well."
6882518,52998516,2015-11-03,12677959,Hugo,My host was always attentive of my needs and was aware of my arrival and return .
